,X,X._AnswerID,ResumeCode,Start,Dateandtime,Participationstatus,age,rela_status,sex,sex_oritation,length,hex01,hex02,hex03,hex04,hex05,hex06,hex07,hex08,hex09,hex10,hex11,hex12,hex13,hex14,hex15,hex16,hex17,hex18,hex19,hex20,Disagree,hex21,hex22,hex23,hex24,hex25,hex26,hex27,hex28,hex29,hex30,hex31,hex32,hex33,hex34,hex35,hex36,hex37,hex38,hex39,hex40,hex41,hex42,hex43,hex44,hex45,hex46,hex47,hex48,hex49,hex50,hex51,hex52,hex53,hex54,hex55,hex56,hex57,hex58,hex59,hex60,phex01,phex02,phex03,phex04,phex05,phex06,phex07,phex08,phex09,phex10,phex11,phex12,phex13,phex14,phex15,phex16,phex17,phex18,phex19,phex20,phex21,Agree,phex22,phex23,phex24,phex25,phex26,phex27,phex28,phex29,phex30,phex31,phex32,phex33,phex34,phex35,phex36,phex37,phex38,phex39,phex40,phex41,phex42,phex43,phex44,phex45,phex46,phex47,phex48,phex49,phex50,phex51,phex52,phex53,phex54,phex55,phex56,phex57,phex58,phex59,phex60,satis01,satis02,satis03,satis04,satis05,satis06,satis07,commit01,commit02,commit03,commit04,commit05,commit06,commit07,IOS,commit03r,commit04r,satis04r,satis07r,hex30r,hex12r,hex60r,hex42r,hex24r,hex48r,hex53r,hex35r,hex41r,hex59r,hex28r,hex52r,hex10r,hex46r,hex09r,hex15r,hex57r,hex21r,hex26r,hex32r,hex14r,hex20r,hex44r,hex56r,hex01r,hex31r,hex49r,hex19r,hex55r,phex30r,phex12r,phex60r,phex42r,phex24r,phex48r,phex53r,phex35r,phex41r,phex59r,phex28r,phex52r,phex10r,phex46r,phex09r,phex15r,phex57r,phex21r,phex26r,phex32r,phex14r,phex20r,phex44r,phex56r,phex01r,phex31r,phex49r,phex19r,phex55r,HH,EM,EX,AG,CO,OP,pHH,pEM,pEX,pAG,pCO,pOP,satis,commit
175,250,59810951,6b259f3   ,"Jul 31, 2019 00:06","Jul 31, 2019 00:22",participated and completed        ,26,In a domestic partnership,Female  ,I am in a heterosexual relationship,68,3,5,5,2,4,4,4,5,2,3,5,5,5,1,4,4,3,2,4,2,2,2,4,4,2,4,1,4,2,5,4,2,1,4,4,1,4,5,5,4,2,2,3,4,1,3,2,5,3,3,5,1,2,1,2,1,2,4,3,2,3,3,1,5,5,2,4,4,4,1,1,1,4,3,4,4,4,2,1,3,4,1,4,5,2,1,4,4,4,2,1,2,4,1,4,4,5,3,4,4,2,5,4,1,4,4,5,2,2,2,3,2,4,2,3,4,3,4,4,3,4,3,4,4,4,2,3,5,3,7,9,1,2,8,5,7,7,9,8,4,3,2,1,3,3,4,3,5,5,4,4,4,4,3,4,4,2,2,4,5,5,5,4,5,4,3,4,3,2,5,4,2,3,5,5,4,3,1,2,2,4,4,5,4,5,2,2,5,2,5,2,2,2,2,3,2,3,3,3,2.8,4.4,3.4,3.3,4.8,3.9,3.5,1.8,4.3,3.8,2.6,3.3,3.857142857,7
176,251,59811154,77e5b99   ,"Jul 31, 2019 00:34","Jul 31, 2019 00:47",participated and completed        ,20,In a relationship        ,Female  ,I am in a heterosexual relationship,42,1,4,1,4,2,5,2,4,1,1,5,1,4,2,2,5,5,5,2,4,2,2,4,5,2,1,2,2,5,2,2,3,1,4,4,1,5,4,4,4,4,1,1,4,2,4,2,5,1,2,2,2,5,4,5,1,2,2,4,1,1,3,5,4,4,4,1,4,4,1,2,5,1,5,1,4,4,2,4,2,1,1,4,5,2,1,1,1,2,2,4,2,3,2,4,2,2,5,4,5,4,4,4,1,4,1,5,1,2,1,1,2,3,2,4,4,2,2,2,2,4,1,5,5,5,1,5,5,1,9,9,9,1,9,9,9,1,1,9,5,5,4,5,5,5,4,5,2,5,5,5,1,1,5,4,5,4,4,4,4,5,4,2,4,4,5,3,4,4,5,4,5,5,5,5,5,2,4,2,2,4,4,4,5,5,2,4,5,5,4,5,5,5,4,3,3,5,4,4,4.8,4.1,3.6,3.4,3.7,3.6,4.3,2.9,3.8,3.8,4.4,3.7,5,7.285714286
177,252,59811310,9b97e6b   ,"Jul 31, 2019 01:00","Jul 31, 2019 01:16",participated and completed        ,23,In a relationship        ,Female  ,I am in a heterosexual relationship,12,2,5,3,4,2,4,3,5,2,2,4,4,5,1,2,3,4,3,3,3,2,4,4,3,4,5,1,3,2,3,1,2,1,4,4,2,5,5,4,1,3,3,3,5,3,3,2,5,2,1,5,3,2,2,5,1,4,3,4,1,2,3,2,3,3,3,2,4,4,3,2,2,4,4,4,3,4,3,3,2,3,2,4,5,1,4,5,3,2,2,2,2,2,2,3,4,3,4,5,4,2,4,5,3,5,3,4,2,3,2,2,3,3,2,3,5,1,4,3,5,3,2,4,4,5,2,4,5,3,8,8,1,1,8,8,8,5,9,9,4,3,5,2,4,3,2,4,4,4,3,5,4,4,4,4,4,4,3,2,5,5,5,3,3,2,4,4,5,3,5,4,2,4,3,2,4,3,3,1,3,4,4,4,4,3,3,3,4,3,4,2,3,3,2,3,4,4,4,5,3.7,3.7,3.8,3,4.2,4.4,3.3,2.4,4.1,3,3,4.3,4.142857143,7.714285714
178,253,59811552,2cfe8ae   ,"Jul 31, 2019 01:45","Jul 31, 2019 01:58",participated and completed        ,20,In a relationship        ,Female  ,I am in a heterosexual relationship,30,2,5,1,4,4,1,3,5,5,1,5,5,5,2,5,3,5,1,2,2,2,5,2,2,5,1,2,1,5,5,4,2,5,2,2,1,1,2,4,2,2,1,5,5,2,1,5,5,4,1,5,1,5,2,1,5,2,5,5,4,5,4,1,5,2,2,2,4,4,1,2,1,2,5,5,2,5,4,5,3,5,1,4,3,1,1,1,5,5,5,4,2,3,5,5,5,5,4,4,2,4,5,4,2,4,5,5,4,5,1,2,1,4,5,2,4,2,5,2,2,3,3,4,5,5,1,5,5,2,9,9,1,1,9,9,9,4,9,9,5,4,2,1,1,1,1,2,4,5,5,2,1,1,5,1,1,1,1,1,4,1,4,4,4,4,4,4,5,4,1,4,4,3,4,5,5,4,1,2,3,1,1,4,2,5,4,4,5,1,1,1,1,1,1,2,3,4,3,4,1.2,4.2,2.6,1.2,4,3.4,4,2.7,3,4.6,1.4,3.4,4.714285714,8.428571429
179,255,59811812,825a6ca   ,"Jul 31, 2019 02:30","Jul 31, 2019 02:48",participated and completed        ,19,In a relationship        ,Male    ,Other                              ,16,2,4,3,2,2,2,4,4,2,2,5,3,5,2,4,4,3,3,2,3,2,3,1,4,2,1,4,3,4,4,3,2,2,3,3,2,4,5,5,3,4,3,4,4,1,3,4,4,2,1,4,2,4,4,4,1,3,3,4,1,2,1,4,4,2,3,2,4,5,1,2,5,2,5,3,2,5,5,4,3,4,1,4,3,4,1,2,4,4,4,4,2,3,1,3,5,1,2,5,4,3,4,2,3,4,4,4,3,5,1,1,4,4,4,2,2,1,3,1,2,1,2,4,5,5,1,5,5,1,9,9,2,2,9,8,9,4,8,8,5,5,3,3,4,2,4,4,2,4,3,5,2,2,4,2,4,2,3,3,2,4,4,3,5,3,4,4,5,4,5,4,4,4,3,5,5,4,5,4,5,2,2,4,3,5,4,5,5,2,5,3,2,2,3,5,3,5,3,5,3.3,3.6,2.8,2.9,3.8,4.1,3.5,4.4,3.2,4.1,3.4,4.1,4.857142857,8
180,256,59812175,f19d0f9   ,"Jul 31, 2019 03:41","Jul 31, 2019 04:09",participated and completed        ,23,In a domestic partnership,Female  ,I am in a heterosexual relationship,48,2,2,2,2,2,2,2,2,2,4,5,5,5,2,2,4,5,2,2,5,2,1,2,3,2,5,5,4,2,5,2,3,4,3,3,1,3,5,4,4,2,1,4,3,4,4,3,5,2,2,1,2,5,1,5,1,4,2,2,1,5,2,4,2,3,3,4,5,5,2,2,3,5,3,4,2,4,4,2,2,2,2,4,4,1,2,3,2,2,3,4,2,3,4,2,4,4,4,4,3,5,5,5,5,4,2,4,2,4,2,3,2,2,2,5,2,2,2,2,4,4,4,5,5,4,1,5,5,3,9,9,1,1,9,9,9,7,9,9,5,3,4,1,1,2,4,4,5,5,5,5,4,1,2,3,4,4,4,5,1,2,4,1,2,2,4,3,4,4,5,4,1,2,1,4,4,1,2,1,2,3,4,4,4,4,4,4,4,4,2,2,4,4,4,4,3,3,4,4,2.8,4.5,2.5,3.6,2.1,4,2.8,2.5,3.9,3.3,3.4,3.7,4.571428571,8.428571429
181,257,59813027,9c1c979   ,"Jul 31, 2019 06:19","Jul 31, 2019 06:34",participated and completed        ,29,In a relationship        ,Male    ,I am in a heterosexual relationship,2,2,2,2,2,1,3,2,3,4,2,5,4,5,5,5,4,2,3,2,5,2,2,1,2,3,5,4,2,3,3,1,1,4,2,4,1,5,5,3,3,4,2,2,4,5,4,5,5,4,1,2,2,5,4,2,1,5,4,4,3,1,1,4,3,4,2,5,2,4,3,4,5,4,3,3,4,2,4,5,3,2,2,4,2,3,2,2,2,2,4,3,1,3,2,2,1,2,5,5,4,4,2,4,2,4,2,4,4,5,2,2,3,4,5,3,4,3,3,4,1,2,1,4,4,4,1,4,4,1,6,7,3,1,7,7,7,2,7,9,5,5,5,2,5,4,3,2,2,5,4,3,3,1,4,1,2,1,2,4,2,2,1,1,1,1,4,5,5,4,5,5,2,5,4,4,4,3,4,2,4,2,1,2,2,3,2,2,4,4,4,3,4,4,3,5,3,4,3,3,3.4,3.2,2.8,2.4,1.8,4.4,4.3,3.5,1.9,3,3.7,3.4,4.285714286,6.571428571
182,260,59814272,dbdb07b   ,"Jul 31, 2019 08:06","Jul 31, 2019 08:17",participated and completed        ,23,In a relationship        ,Female  ,I am in a homosexual relationship  ,13,2,4,2,2,4,3,4,3,4,4,5,2,5,2,3,4,4,1,1,5,2,3,3,3,2,4,3,3,5,4,4,3,3,3,4,2,5,5,3,4,2,2,3,5,4,3,3,5,3,1,5,1,5,1,3,1,3,2,5,1,3,3,2,4,2,4,4,3,2,3,3,4,2,2,3,5,4,2,2,3,1,4,4,2,2,1,3,2,4,2,3,2,3,2,3,2,2,4,3,5,2,2,5,2,5,1,3,3,3,1,4,3,2,3,2,5,3,3,3,2,4,3,3,3,4,1,5,5,3,9,9,1,1,9,9,9,6,9,9,5,3,2,4,3,3,4,3,5,4,4,5,1,1,2,3,2,3,4,3,3,3,4,1,2,3,4,3,5,5,5,4,4,3,4,5,5,4,4,1,2,4,3,3,3,3,1,3,2,4,4,3,5,5,3,3,3,2,3,3,3.1,4.3,2.7,2.8,3.1,4.5,4,2.9,2.7,2.7,3.6,3,4,8.428571429
183,261,59814279,ada6bfa   ,"Jul 31, 2019 08:05","Jul 31, 2019 08:25",participated and completed        ,25,In a relationship        ,Female  ,I am in a heterosexual relationship,12,2,4,3,2,2,4,4,4,1,4,5,4,5,2,4,3,4,4,3,1,2,4,4,2,2,2,4,4,4,2,2,2,4,4,2,1,4,5,4,4,2,4,3,4,2,4,4,5,2,3,4,4,5,2,4,2,2,4,2,3,2,2,2,4,4,2,4,2,4,2,4,2,4,2,4,2,2,3,2,2,4,2,4,4,2,2,2,4,4,3,2,2,4,2,4,2,4,3,2,2,1,2,4,4,4,4,4,2,4,2,5,2,3,2,4,4,4,4,5,1,4,4,5,4,5,1,5,5,2,9,9,1,1,9,9,9,4,9,9,5,4,4,2,4,3,4,4,4,5,2,3,2,1,2,2,5,2,2,2,2,2,4,5,4,4,4,4,3,3,4,4,2,2,2,4,4,2,2,2,2,3,4,2,4,4,4,1,4,2,4,2,2,2,2,4,2,1,4,2,3.7,3.4,2.2,3.4,3.7,3.8,3.1,2.3,2.8,3.3,2.4,2.5,4.714285714,8.428571429
184,263,59814349,50a6195   ,"Jul 31, 2019 08:10","Jul 31, 2019 08:20",participated but not yet completed,31,In a relationship        ,Female  ,I am in a heterosexual relationship,56,4,4,4,4,4,4,2,4,2,2,4,4,4,2,2,4,2,4,2,3,2,3,4,4,2,1,2,4,2,2,2,2,2,4,2,3,4,4,2,4,4,4,4,3,2,4,2,4,2,2,2,4,2,4,4,4,2,2,4,2,2,5,2,1,2,2,2,2,4,4,1,2,5,1,2,5,4,2,4,5,2,5,4,3,2,4,1,2,1,2,2,4,5,2,2,2,4,2,2,4,1,5,4,4,2,2,1,4,4,2,5,4,2,4,2,2,5,2,4,2,4,5,4,4,4,3,3,4,2,7,8,2,2,7,8,7,4,8,8,3,4,4,2,4,2,4,4,2,3,2,4,4,4,4,4,4,4,4,3,4,4,4,3,4,4,2,4,4,4,2,2,1,1,2,2,4,4,2,2,2,4,2,5,2,2,1,2,1,4,4,4,4,4,4,1,1,1,1,1,3.6,3.1,3.8,3.9,3.5,3,2.2,2.4,3.1,1.4,3.8,1.3,3.714285714,7
185,265,59814498,5580d4b   ,"Jul 31, 2019 08:19","Jul 31, 2019 10:11",participated and completed        ,21,In a relationship        ,Female  ,I am in a heterosexual relationship,5,3,2,5,4,4,4,4,4,1,2,4,3,2,4,4,5,2,4,3,5,2,2,4,2,1,1,5,5,2,2,4,2,1,5,3,2,4,4,2,4,4,4,2,5,4,5,1,4,1,4,2,5,4,2,5,2,5,3,4,2,1,2,2,1,4,2,5,5,4,3,2,4,4,2,2,4,3,1,5,3,5,5,4,4,1,2,2,2,3,4,1,3,2,2,4,5,4,3,2,4,1,4,5,3,4,4,2,2,4,2,3,2,2,3,4,5,2,5,4,3,5,4,4,4,5,1,5,5,1,9,9,1,1,9,9,9,5,9,9,5,5,2,3,5,4,5,5,4,4,2,4,4,2,4,5,5,2,3,4,1,5,2,1,2,1,3,4,2,3,4,3,2,2,3,4,4,2,2,1,1,2,3,4,4,3,2,2,1,4,4,4,1,2,1,4,4,3,3,4,4.1,3.2,3.9,4.3,2.2,3.2,3.6,1.9,3.6,2.1,2.8,3.3,4.714285714,8.428571429
186,266,59814778,a1c0f2a   ,"Jul 31, 2019 08:33","Jul 31, 2019 09:05",participated and completed        ,23,Married/Civil Union      ,Female  ,I am in a heterosexual relationship,59,3,4,4,4,2,5,4,4,3,2,4,1,2,2,4,4,2,4,3,2,2,3,4,4,1,4,3,4,3,2,2,3,2,2,4,2,5,3,4,3,2,4,2,3,2,3,4,4,2,4,4,2,2,3,4,4,2,4,2,2,1,4,4,4,3,2,2,4,4,2,4,4,1,2,2,2,3,4,2,3,2,2,4,4,2,2,3,2,2,2,2,4,3,4,4,2,2,4,2,4,4,4,2,4,3,3,4,4,4,2,4,5,4,3,2,3,3,2,2,2,5,1,4,4,4,2,4,5,2,9,9,1,1,9,9,9,5,9,9,4,4,4,5,5,4,5,4,3,4,2,4,3,4,4,2,3,2,2,3,3,4,4,4,4,4,3,3,2,3,2,2,5,5,2,4,4,4,4,4,1,4,3,2,2,4,4,4,4,4,2,4,4,3,4,2,3,2,3,3,4.5,3.1,3.3,2.8,3.9,2.9,3.3,3.1,2.9,3.8,3.8,2.7,4.142857143,8.428571429
187,267,59814922,ff71665   ,"Jul 31, 2019 08:40","Jul 31, 2019 08:52",participated and completed        ,33,In a relationship        ,Female  ,I am in a heterosexual relationship,121,1,4,3,2,2,5,3,3,2,4,5,4,5,2,4,2,4,4,2,2,2,1,1,4,2,4,4,4,4,4,3,2,1,4,2,1,3,5,4,4,2,2,1,4,3,4,4,5,1,1,2,5,5,2,5,2,3,2,2,1,4,5,4,2,2,3,5,3,5,5,5,3,1,4,1,5,1,2,4,3,1,3,4,1,1,4,1,1,2,3,4,1,4,2,2,1,2,5,5,5,1,2,4,2,4,1,4,5,4,2,1,4,2,2,4,5,2,2,4,1,5,2,1,1,2,3,2,3,2,4,4,6,1,7,3,3,4,4,9,3,4,3,2,2,5,4,5,4,5,4,5,2,1,2,2,4,2,4,5,2,5,4,4,3,3,5,4,5,4,4,5,5,4,4,2,4,2,4,2,1,3,4,1,1,1,1,2,3,5,4,5,5,5,4,1,2,5,3,4,3.8,4.2,1.8,3.9,3.4,4.3,4.3,2.6,1.7,2,4.6,3.2,2.285714286,4.285714286
188,268,59814924,a874279   ,"Jul 31, 2019 08:39","Jul 31, 2019 09:05",participated and completed        ,23,In a relationship        ,Female  ,I am in a heterosexual relationship,45,2,4,2,3,2,3,4,4,4,3,4,4,5,2,4,4,4,2,2,3,2,3,4,3,2,5,5,3,4,4,3,4,3,4,3,2,3,5,3,2,2,2,5,3,4,3,3,4,4,1,4,2,5,2,5,2,3,4,3,2,4,2,4,4,5,1,2,4,3,2,2,4,5,4,2,5,2,4,2,2,3,4,4,4,2,4,4,4,3,2,2,3,2,3,4,3,2,3,2,4,2,3,2,5,3,3,3,2,2,4,3,3,4,2,3,3,2,2,3,4,4,4,5,5,5,2,5,5,1,9,9,1,1,9,9,9,5,9,9,4,5,3,2,2,1,4,2,4,4,4,4,2,1,3,3,2,2,2,3,1,3,4,3,2,3,4,2,5,4,4,3,1,2,1,2,2,3,4,4,2,4,4,4,4,4,1,3,2,2,3,4,3,3,4,4,4,3,4,4,2.7,3.7,2.8,2.5,3.1,4.1,2.1,2.8,3.7,3,3.3,3.6,4.857142857,8.428571429
189,272,59817338,f3e448e   ,"Jul 31, 2019 10:46","Jul 31, 2019 11:07",participated and completed        ,37,Married/Civil Union      ,Female  ,I am in a heterosexual relationship,260,1,5,4,4,2,1,3,4,2,2,5,1,4,1,4,5,4,2,2,3,2,4,4,5,1,2,1,4,2,4,1,2,1,4,4,2,4,4,5,4,4,4,3,4,2,2,2,5,2,2,5,2,3,2,5,1,3,3,3,1,2,5,1,4,4,1,4,3,4,1,1,2,4,1,5,1,2,4,5,4,2,1,4,4,4,1,1,4,4,2,1,2,4,4,4,2,3,2,3,4,4,1,4,2,2,3,4,1,4,1,5,1,4,2,4,5,5,4,2,2,1,4,5,5,4,1,5,5,4,9,9,1,1,9,9,9,4,9,9,5,2,5,5,4,3,5,4,4,4,2,5,4,3,4,4,4,2,3,2,5,5,5,3,4,3,5,4,4,4,5,4,2,2,4,5,5,2,3,2,5,4,4,5,5,5,5,4,5,2,2,1,4,3,2,1,2,1,2,1,3.8,4,3.9,3.1,4.4,3.9,3.8,2.8,3.3,4.3,2.4,1.7,4.428571429,8.428571429
190,275,59823785,055a0dd   ,"Jul 31, 2019 15:23","Jul 31, 2019 15:35",participated but not yet completed,17,In a relationship        ,Male    ,I am in a heterosexual relationship,6,3,4,1,2,4,4,3,4,2,4,5,5,3,4,1,3,4,4,4,4,2,3,2,4,1,3,3,2,1,1,4,4,4,4,4,1,5,3,4,4,4,2,2,4,5,5,5,5,3,5,1,4,5,5,4,1,4,3,4,4,4,2,4,1,1,3,4,4,4,2,2,4,5,5,1,1,1,1,4,3,4,5,4,1,4,4,3,2,1,3,1,1,1,1,5,5,1,1,4,4,1,3,4,3,4,4,1,4,4,4,2,3,1,4,2,4,2,4,4,4,2,5,4,4,4,1,4,5,4,9,9,1,1,9,9,9,7,9,9,5,2,2,1,2,4,5,3,1,5,4,2,5,1,2,1,4,5,3,3,3,2,2,2,1,2,3,2,1,2,5,5,1,1,3,2,2,4,5,2,4,3,2,4,2,4,5,2,1,4,5,5,2,2,2,4,5,4,3,4,3.4,3.5,2.8,3.5,2.5,2.9,2.7,3.2,2.6,2.2,3.5,4,4,8.428571429
191,276,59824770,772e6db   ,"Jul 31, 2019 16:05","Jul 31, 2019 16:22",participated and completed        ,20,In a relationship        ,Female  ,I am in a heterosexual relationship,27,2,2,1,2,3,2,4,2,3,3,5,3,5,4,3,4,5,2,2,2,2,4,1,1,2,2,5,2,3,4,2,1,4,3,2,1,2,4,2,3,2,1,4,3,2,1,2,4,3,1,1,2,5,2,2,2,4,4,2,2,5,5,2,5,4,2,3,5,3,3,1,4,3,1,2,4,4,2,2,3,4,1,4,3,1,3,1,5,4,3,1,4,2,5,4,5,2,2,1,4,2,3,4,5,3,5,4,3,4,3,5,3,4,2,4,2,4,4,4,5,3,3,2,2,2,4,2,2,4,4,5,5,3,4,4,5,3,5,7,2,2,4,3,1,2,4,3,4,5,5,4,3,1,3,4,3,3,2,2,1,2,2,4,4,2,4,5,5,4,4,2,3,3,1,3,3,2,4,2,3,3,4,5,3,3,2,2,5,1,1,4,2,1,2,1,4,1,3,2,2.5,4,2.4,2.2,2.2,4,2.4,2.5,3.9,3.5,2.3,2.2,2,4.285714286
192,277,59825119,89cb9be   ,"Jul 31, 2019 16:19","Jul 31, 2019 16:31",participated and completed        ,19,In a relationship        ,Female  ,I am in a heterosexual relationship,10,3,5,3,2,1,5,4,5,3,3,5,1,5,1,5,2,2,5,3,1,2,2,4,2,2,1,4,2,5,2,2,2,1,4,4,1,5,4,5,4,2,4,1,3,1,5,3,5,1,3,4,4,5,3,5,2,3,2,5,2,1,5,1,1,3,1,5,4,5,5,2,1,5,4,1,5,5,2,2,3,5,3,4,3,1,1,5,1,1,4,4,3,3,1,2,5,5,5,3,5,2,4,5,2,3,4,4,4,2,2,4,4,1,5,5,2,2,5,4,5,5,1,5,4,5,1,5,5,4,9,9,1,1,9,9,9,3,9,9,5,2,4,5,5,5,4,5,3,5,2,4,1,1,3,3,3,1,4,4,2,5,5,5,5,3,3,4,3,3,4,3,1,5,4,5,4,1,1,1,1,2,1,4,2,1,1,2,3,5,5,5,1,2,1,1,3,2,3,4,4.8,3.1,2.7,3.4,4.4,3.4,3.6,1.5,3.4,1.8,3.4,3.2,4.428571429,8.428571429
193,278,59825170,2d6d68b   ,"Jul 31, 2019 16:21","Jul 31, 2019 16:45",participated and completed        ,36,Married/Civil Union      ,Female  ,I am in a heterosexual relationship,151,1,2,3,4,2,2,4,2,1,3,4,1,5,4,2,4,2,5,1,4,2,1,4,3,2,3,4,4,2,3,1,1,4,4,3,2,5,4,2,4,3,4,1,5,3,4,2,2,1,1,1,4,4,4,5,1,4,2,1,2,1,2,4,2,3,2,5,4,4,4,2,2,1,5,2,4,4,4,4,2,2,2,4,2,2,2,1,2,3,4,2,1,2,2,2,3,3,5,4,4,2,3,4,1,4,2,3,4,4,2,2,2,2,4,3,5,2,2,4,2,2,1,5,5,4,2,3,5,2,9,9,3,1,9,9,9,4,7,9,4,4,5,5,5,5,4,5,2,4,2,4,4,2,3,4,5,4,4,5,2,2,2,2,3,2,5,5,5,5,5,5,5,5,5,4,4,3,3,2,4,2,2,4,2,2,2,2,4,4,4,4,4,4,4,4,4,4,4,4,4.6,2.8,3.2,4.1,2,4.6,4.7,2.8,2.7,2.4,3.8,3.8,4.285714286,8.142857143
194,279,59827018,976bac3   ,"Jul 31, 2019 17:59","Jul 31, 2019 18:09",participated and completed        ,38,Married/Civil Union      ,Female  ,I am in a heterosexual relationship,180,2,4,2,2,4,4,4,4,2,2,5,2,4,1,4,5,1,4,2,2,2,4,3,5,2,2,1,2,4,4,2,2,1,2,4,1,5,4,5,4,2,5,1,5,5,2,4,4,1,4,4,2,5,2,5,4,4,2,4,2,2,4,2,4,5,2,5,5,5,5,1,1,5,2,1,4,2,4,2,4,5,5,4,4,1,4,1,2,5,1,2,2,2,1,1,4,4,2,4,4,1,2,4,5,2,4,2,2,5,4,4,5,1,1,4,4,4,4,5,5,5,5,2,3,4,3,2,5,4,7,7,8,4,6,7,7,4,2,6,3,2,4,4,4,5,4,5,4,5,1,4,2,1,4,2,4,2,4,2,5,5,5,4,1,2,4,4,2,4,2,4,1,1,1,2,2,2,2,2,1,5,5,5,4,1,2,1,1,4,5,5,1,2,2,2,4,2,2,2,4.4,3.7,2.9,2.6,3.9,3.5,2.4,2.2,4.1,1.9,3.5,2.6,3,5.428571429
195,280,59828710,6e0d5c1   ,"Jul 31, 2019 19:41","Jul 31, 2019 20:00",participated and completed        ,19,In a relationship        ,Female  ,I am in a heterosexual relationship,9,2,2,1,3,2,4,5,3,1,4,4,4,4,4,5,2,1,5,2,4,2,5,2,1,4,4,4,1,4,1,3,3,4,2,3,2,4,4,5,4,1,3,4,3,4,2,4,4,3,3,5,4,4,5,5,2,4,4,3,4,2,3,5,4,3,2,4,3,4,1,4,4,3,4,1,4,4,3,4,3,3,1,4,4,4,2,3,2,4,2,2,2,3,2,3,4,2,4,4,4,4,3,4,4,3,2,4,2,4,2,4,3,4,3,4,4,3,2,4,3,2,2,5,5,5,1,5,5,3,9,9,9,1,9,9,9,3,1,9,5,3,3,2,4,2,2,3,1,4,3,2,2,2,2,2,5,1,2,1,2,2,2,2,2,2,4,3,3,4,4,4,3,4,2,4,4,2,4,2,4,4,3,2,4,5,2,2,5,4,4,5,3,4,4,3,3,2,3,3,3.4,2.3,2.2,2.3,2.7,3.8,3.7,3.1,3.4,3.7,4,3.1,4.714285714,7.285714286
196,281,59828902,4265d81   ,"Jul 31, 2019 19:52","Jul 31, 2019 20:53",participated and completed        ,55,Married/Civil Union      ,Female  ,I am in a heterosexual relationship,323,1,4,2,5,4,2,3,4,2,2,2,3,5,2,1,5,4,4,1,2,2,1,5,5,3,4,3,2,1,4,2,1,1,4,4,4,4,5,4,3,4,4,2,4,1,5,1,5,1,1,2,2,1,5,4,1,4,2,4,1,2,2,5,5,4,2,4,5,4,1,1,1,2,5,1,1,3,2,5,2,2,1,4,4,3,1,4,2,4,2,1,2,1,2,5,2,5,4,4,4,4,4,4,1,4,2,5,3,4,1,2,2,2,3,2,4,1,3,2,3,3,1,3,4,3,1,3,4,2,8,8,2,1,8,7,8,4,8,9,5,4,4,3,4,4,3,5,1,2,2,5,5,5,4,5,4,5,4,5,3,5,4,4,5,2,5,5,5,5,5,4,4,5,5,5,5,4,1,2,3,4,3,5,3,5,5,4,5,4,4,5,4,4,3,4,5,4,4,5,3.7,3.4,4.6,3.6,3.7,4.6,4.5,2.3,3.5,4.4,3.9,4.4,3.714285714,7.428571429
197,282,59829898,72a01a6   ,"Jul 31, 2019 20:54","Jul 31, 2019 21:29",participated and completed        ,41,Engaged                  ,Female  ,I am in a homosexual relationship  ,22,1,4,4,3,2,5,4,4,2,2,4,1,5,2,4,2,3,5,2,3,2,2,2,4,1,4,5,4,4,2,2,2,3,4,3,4,5,5,4,2,3,4,2,5,4,4,2,3,2,1,3,4,4,4,5,1,5,3,2,2,2,2,2,3,2,5,5,4,2,2,4,4,2,2,3,4,2,4,4,3,3,2,4,3,2,3,4,4,2,4,3,3,2,4,4,3,2,4,4,3,4,2,2,3,5,4,4,3,5,3,4,2,4,4,3,4,2,4,2,1,1,4,5,5,4,1,5,5,2,9,9,1,1,9,9,9,3,9,9,5,4,4,5,4,4,5,4,2,2,2,4,2,2,4,4,4,2,3,4,1,3,4,3,2,1,5,4,5,4,5,3,4,2,3,3,3,3,4,4,5,2,2,2,3,4,2,4,4,2,2,3,3,2,2,4,4,2,3,4,4.6,2.8,2.7,3.5,2.9,4.6,3.5,3.9,2.2,3.5,2.3,3.6,4.714285714,8.428571429
198,283,59830029,b8dc345   ,"Jul 31, 2019 21:04","Jul 31, 2019 21:15",participated and completed        ,18,In a relationship        ,Female  ,I am in a heterosexual relationship,11,1,2,2,2,3,4,5,4,3,4,5,4,5,1,3,5,5,5,3,2,2,2,3,4,2,3,5,3,4,2,3,2,3,4,3,1,3,5,5,4,2,3,4,4,5,5,4,4,2,4,2,5,5,4,2,3,4,3,4,4,3,1,4,2,3,1,2,4,5,5,5,2,5,5,2,4,3,5,2,4,1,5,4,3,1,2,5,1,1,3,1,3,4,2,2,4,5,1,5,5,2,2,5,5,4,1,2,2,3,2,2,4,1,4,5,4,3,5,4,4,4,5,5,5,5,1,5,5,4,9,9,1,1,9,9,9,5,9,9,5,2,3,2,3,2,4,4,2,5,3,2,2,1,2,2,3,3,3,4,1,3,5,4,1,2,5,4,2,3,3,3,1,1,1,4,4,1,1,1,2,3,2,1,4,1,2,2,1,5,4,4,5,5,1,5,2,4,2,3,3.2,3.5,2.6,3.6,2.9,3.9,2.3,1.8,2.9,1.6,4.2,3.9,4.571428571,8.428571429
